id,file_name,attributes,category,composition,human_description,issue,mood,notes,palette,quality,llm_description,style_match,triage
17,images/abstract_2025-04-19_09-33-18_6433-eeec4f95.png,realistic,abstract,close_up,"This is a playful abstract scene of a red bowl with some yellow paper toy stars strewn about and a few toy starfishes on the green ground. The scene lacks any compatible lore with the targeted style of the project, despite being nearly flawless from quality issues. ",,playful,,green; pastel; high_contrast; other_palette,4,"Yellow stars; A textured green surface with a red dish; Whimsical, stylized; High angle, overhead shot; Primary colors, high contrast; Soft, diffused; Joyful, playful; Stars, ribbon, textures; Wide lens; Shallow depth of field; No faces, text, or harsh shadows.
",1,skip
18,images/abstract_2025-04-19_11-44-42_1083-5412633a.png,vector_flat,abstract,medium,"This is an abstract image of two cartoon characters that are circular shaped with rays or sticks coming out of them. They each have one eye and are smiling. The style is in a flat, vector style. There is a quality issue with some of the rays or sticks of both of the characters being artifacted from the image generation which is a noticeable flaw.",artifacting,playful,,green; pastel,2,"Two cartoonish, circular creatures with expressive eyes and smiles.  Flat illustration.  Centered, with soft shadows.  Bright yellow, green, pink, and white.  Cheery and playful.  Eyes, mouths, spikes.  Close-up.  Digital.  No text.",1,skip
19,images/abstract_2025-04-19_15-39-33_5812-b8fe437c.png,realistic,abstract,close_up,"This is a outdoor structure or sculpture even, with a campfire of oven fire burning inside it during sunset. The structure seems to look like the side of a robotic face with maybe a pencil being tapped at its temple, which is a common expression of knowledge or thought. However, that is unclear but visually that's what it looks like. ",,playful,Clouds. No people.,blue; green,4,"An outdoor oven with a crackling fire, nestled on a grassy hillside at sunset. Photorealistic, close-up perspective, warm and vibrant palette. Golden hour lighting, cozy and inviting mood. Smoke, embers, berries. Low angle shot, shallow depth of field.
",2,skip
20,images/abstract_2025-04-19_18-09-56_9427-a351907b.png,realistic,abstract,medium,"This is a piece of artwork like a sculpture of even relic of some sort, with sacred candles lit around it. There is a floating golden star in the middle. It's too devoid of lore or matching elements to the style for this project. There is some illogical structure with the relic near the left side of the frame with its two points, which seem to not match the physical flow of the circular object well in the background. ",artifacting,sacred,,blue; gold; other_palette,3,"Crescent moon and star sculpture; dimly lit room; antique; centered; gold, red, dark blue; warm, soft glow; serene; candles, gold leaf, wood grain; eye-level shot; subtle reflections, shallow depth of field; no text, people.
",1,skip
21,images/abstract_2025-04-19_18-11-14_7326-9cd21f6b.png,realistic; painterly,abstract,close_up,A sculpture of a star inside a circular object consisting of a few colors that are strongly saturated. It is on a circular table surrounded by smaller golden star statues. The concept is abstract but it something that could be seen as a decorative piece in a house or gallery.,,playful,,blue; gold,3,"A golden star encased in a rusty crescent, resting on a dark blue table. Cinematic, dramatic lighting highlights the textured materials. A thoughtful, slightly melancholic mood prevails. Rain, metal, gold. Close-up, shallow depth of field. No text.",2,maybe
22,images/abstract_2025-04-19_18-14-00_3278-82cd5fa6.png,vector_flat,abstract,close_up,"This is an abstract flat image of some kind of crest or glyph, in high contrast blues and golden yellows, with a green background. Despite an actual color match for a style match, the highly abstract vector image style is more a match for an emoji than the targeted style for this project.",,other_mood,,blue; green; gold,3,"Abstract design; Plain background; Geometric; Centered; Blue, green, white; Flat; Bold; Circles, curves, symmetry; Eye-level shot; Sharp focus, no blur, no grain.
",1,skip
23,images/abstract_2025-04-20_00-16-47_9659-34a38761.png,realistic,abstract,medium,"This is an image of an artwork made of stone and metal most likely, in the form of a star and two circular arches around it made of gold. The artwork stands on a wooden platform in a field of rolling hills with a village in the background. It is likely newly nighttime or during the day darkened by the heavy rainclouds in the sky. The stone base is of a purple color with a pattern of wires around it. There are a few candles around it as well. There is some text in the bottom right corner that is garbled from the generation. It seems to be an attempt at trademark name with ""scope"" in it.",artifacting; other_issue,playful,,blue; green; gold,1,"Crescent moon and star decoration; Outdoor nighttime landscape with hills; Realistic rendering; Close-up on decorative objects; Warm gold, red, dark blues, and greens; Dramatic contrast, soft ambient light; Serene, festive; Lights, candles, fabric; Eye-level shot; Subtle bokeh, high detail; No text overlays",2,skip
24,images/abstract_2025-04-20_00-18-07_7951-75c82d2b.png,realistic,abstract,medium,An abstract ritual or relic in a snowy landscape with a golden star lit up by Christmas lights and candles. There is a very noticeable issue with the watermark text in the bottom right corner not being rendered correctly and with wavy lines in the rendering of the relic or ritual object. ,blur_noise; artifacting,sacred,No people. ,gold; other_palette,1,"A glowing crescent moon and star decoration; A snowy mountain landscape during a light rain; Realistic, photographic; Centered, medium shot; Warm yellows and cool blues; Soft, ambient, illuminated by decorative lights and candles; Enchanting, festive; Snow, lights, candles; Eye-level; Detailed, high contrast; No text, no people, no abstract elements.
",1,skip
25,images/abstract_2025-04-20_00-19-03_4497-08af909b.png,realistic,abstract,medium,This is an image of a start made of lights with a swirling structure around it resting in a snow landscape with a field of flowers in the foreground before it. It is not a style match because the elements are too abstract and the use of cartoon shaped stars does not seem to be a fit. There is a very distracting garbled watermark in the bottom right corner of the image.,artifacting; watermark_text; duplicate,playful,,blue; gold,2,"A glowing star within a crescent moon arch. Snowy garden path lined with lights and yellow flowers. Digital art; low angle; warm orange and cool blue palette; magical lighting; enchanting mood; stars, lights, snow; wide lens; slight blur. No text.
",2,skip
26,images/abstract_2025-04-20_06-38-38_1035-8d7b7065.png,realistic,abstract,medium,This is some kind of abstract scene of a wooden sculpture of a star and a swirl in a snowy landscape at night with the stars shining. The wooden swirl looks to contain some artifacting in poor logic in its form. There is also a very glaring issue of poorly generated text as a watermark or signature in the bottom right corner of the image.,artifacting; watermark_text,playful,,blue; gold,1,"Wooden crescent arch and star illuminated with warm lights. Snow-covered landscape with yellow flowers and glowing candles. Night sky with falling snow. Cinematic, detailed, magical. High contrast, golden hour, ethereal glow. Camera angle low, wide. Bokeh, shallow depth of field. No people, no buildings.
",2,skip
27,images/abstract_2025-04-20_06-41-22_9156-1d135cb6.png,realistic; painterly,fantasy,medium,"This is an image of a top hat sitting on top of a sweater, but without anyone wearing it, with a pattern of flowers on the beige wall behind. The logic of the hat on the sweater is awkward and while it doesn't warrant a quality flag it does reduce it overall stylistically.",,playful,No people.,blue,2,"A fountain pen; a cosmic, swirling background; surrealism; centered, dynamic; jewel tones and gold; bright, with glowing elements; inspirational, magical; nebulae, gears, spheres; medium shot; digitally rendered; no text.",2,skip
28,images/abstract_2025-04-20_06-41-22_91561-8491c559.png,painterly; other_attributes,abstract,medium,"This is a abstract idea as a painting with a flowing scene coming out of a quilled pen. There is also a mystical lady nearby and some antique objects and orbs. The mystical lady has serious artifacting with her legs which look like the model was confused and also rendered them like tentacles, which is distracting. There are wavy lines with the circular orbs and there is overall low resolution in the image, among other issues. ",blur_noise; artifacting; duplicate; other_issue,playful,,blue; pastel,1,"A fountain pen; a cosmic, swirling background; surrealism; centered, dynamic; jewel tones and gold; bright, with glowing elements; inspirational, magical; nebulae, gears, spheres; medium shot; digitally rendered; no text.
",2,skip
29,images/abstract_2025-04-20_06-42-29_6678-4bd08493.png,realistic,fantasy,medium,"This is an image of a creepy person with a top hat with blue apocalyptic horses behind them. Despite the fantasy elements in the image, the visual style does not seem to be a style match. There might be artifacting with the rendering of the horses in the background. ",artifacting,eerie,Person present.,blue; pastel,4,"A person in a cowboy hat and a blue cloak stands before a herd of stylized, dark horses. The scene has a painterly, dramatic feel, with a tight, centered composition. The palette is dominated by blues and browns. The lighting is atmospheric, creating a sense of mystery. Details include feathers and fur. Shot with a wide lens, the image has a gritty, high-contrast finish. Avoid: facial features, overt action.
",2,skip
30,images/abstract_2025-04-20_15-14-20_1537-bcc37ac8.png,painterly,abstract,medium,"This is an abstract image of a ink pen with many pastel scenic elements flowing from its tip. The main element flowing from the pen is a pastel blue, purple, and pink swirl along with some antique objects like roulette wheels and other types of circular objects. There is also a painted woman on the bottom left of the image. There are quality issues with the rendering of the objects that have blurring noise or wavy lines which are not correct even for a painting. There is text in the bottom right which spells, ""Kokokoda"" which is not coherent in any language, although somewhat plausible as the signature of an artist. The image would be better without such text.",blur_noise; artifacting,playful,,blue; pastel,1,"A quill pen; cosmic swirl; surrealism; centered; vibrant, cool, warm; dramatic, glowing; whimsical; galaxies, spheres, timepieces; medium shot; sharp focus; no text.
",1,skip
31,images/abstract_2025-04-20_16-18-39_9650-4f438397.png,realistic,interiors,medium,"This is a lounge, maybe futuristic judging from the shapes of the lounge chairs and architectures. Other than the possible futuristic elements, there is not enough here to warrant a style match. The two rectangular lounge chairs are not consistent visually and their legs are too show as a form of artifacting. ",artifacting,other_mood,,other_palette,2,"Modern lounge chairs; Futuristic interior; Organic architecture; Wide shot; Monochromatic, desaturated; Soft ambient, subtle highlights; Serene, luxurious; Chairs, curvature, light; Eye-level perspective; High contrast, deep shadows, ambient occlusion.
",1,skip
32,images/abstract_2025-04-20_22-27-47_8942-1a7255ce.png,painterly; vector_flat,abstract,close_up,"This looks like a vector drawn face of some sort with only eyes and no other facial features, sitting on top of a lawn. The outline of the eyes is not a consistent circle and while it could be part of the style of the image seems more like amateur artwork than with purpose. This is clearly not a style match. ",,eerie,,pastel; other_palette,3,"A pink sphere with two teal circles on a swirling green grassy ground. Abstract, centered, bright, vibrant. Spheres, circles, grass. Eye-level shot. Soft focus, high contrast, warm glow. Cheerful, whimsical.
",1,skip
33,images/abstract_2025-04-20_22-32-57_8964-f96e0db6.png,vector_flat; photobash,misc,medium,"This is a funny looking cartoon turtle photoshopped on realistic grass into a realistic country hillside with clouds in the sky. It is clearly not a style match and belongs more in a book for children or something similar. While there are no clear quality issues, the image is still poor quality looking like amateurish photoshopping. ",,playful,,green,2,"Cartoon turtle; Grassy field, yellow flowers, forested hill; Simple, flat illustration; Eye-level, slightly low angle; Bright greens, blues, yellow, white; Sunny daylight; Cheerful, innocent; Grass, sky, shell; Medium shot; Sharp focus; No text.
",1,skip
34,images/abstract_2025-04-20_22-34-04_8507-ec1003fe.png,realistic; vector_flat,abstract,medium,This is a somewhat abstract image of a smiling caricature of a cartoon turtle. There is a playful or whimsical style to the depiction of the turtle and it juxtaposed on a realistically rendered lawn of grass. ,,playful,,green,3,"Cartoon turtle; grassy lawn; stylized vector; low angle; green, blue, white, black; soft daylight; cheerful; eyes, shell, grass; wide shot; minimal; no textures
",1,skip
35,images/abstract_2025-04-20_22-38-11_6235-22f24ab2.png,vector_flat,abstract,medium,"This is a flat vector image of two hearts surrounded by red and pink swirls. The hearts are red too with pink/white reflections on them, and all objects are over a pure black background. This image does not contain lore or scenic elements and is more suitable for graphic design or emojis.",,playful,,other_palette,5,"Two stylized hearts, against a black background. Graphic illustration, centered composition, red and pink palette. Soft gradient lighting, romantic mood. Paper texture, curves. Eye-level view, no visible post-processing. Avoid text.
",1,keep
36,images/abstract_2025-04-20_23-32-04_7060-9ecf40df.png,vector_flat,abstract,close_up,"This is a cartoon abstract image of a crown with globes of Earth for its spires, mad of a silver and grey color. The globes of the Earth are poorly rendered with blurring with the latitude and longitude lines being wavy and not straight when they should be. The meaning of the image is unclear and even the shape of the crown itself is flawed for an abstract image. ",blur_noise,playful,,blue; green,1,"Crown with globes; Space; Minimalist; Symmetrical; Green, blue, purple, white; Ambient; Regal; Orbs, stars, crown; Eye-level; Clean, sharp; No humans, no text
",1,skip
37,images/abstract_2025-04-20_23-52-24_4897-572ab714.png,vector_flat,abstract,close_up,This is a flat cartoon of a key in front of a sun or planet with a mountain range below and yellow swirls. The image is more a match of an emoji than the targeted style for the project. ,,sacred,,green; other_palette,3,"A stylized key in front of a celestial scene with a bright star. Flat illustration style, centered composition against a textured green background. Vibrant, saturated palette with purple, orange, yellow, and teal. Dramatic lighting. Whimsical, mysterious mood. Mountains, celestial bodies, gradients. Medium shot. Subtle grain effect.
",1,skip
38,images/abstract_2025-04-20_23-54-47_3353-dd59b6bf.png,vector_flat,abstract,medium,This is a flat vector image of what looks like the Facebook logo generated inside a crystal ball with a key or gavel object above it with a slight purple hue to a reflection on the crystal ball. There is also a blue cosmic background within the crystal ball. ,,playful,,blue; green; gold,4,"A social media logo inside a crystal ball on a dark textured background. Digital illustration. Close-up, centered. Vibrant blues, purples, and yellow. Mystical, futuristic. Orb, hammer, letter. Eye-level shot. High detail.
",2,maybe
39,images/abstract_d_a_l_l_e_2024-07-18_05_19_53_-_an_abstract_su-720f8a21.jpg,painterly,abstract,wide,This is an abstract image of a color explosion in space. It is a highly duplicated image in the project. There are orbs surrounding the explosion in the cosmic setting along with starlight at the left edge of the frame. The image is devoid of any lore elements or clearly scenic topics. ,duplicate,playful,,blue; green; other_palette,3,"Nebulae and planets; vast cosmic expanse; ethereal, painterly; wide, dynamic; celestial, fiery, electric blues; volumetric, glowing; awe-inspiring, mysterious; celestial bodies, cosmic dust, glowing gas; wide shot; subtle grain; no sharp edges
",1,skip
40,images/abstract_whisk_character434282af85c647ebb2aa08db9-818e9ea9.png,vector_flat,abstract,close_up,"This is a vector flat drawing of a crystal ball with a gavel and a logo similar to the Facebook logo inside of a purple celestial void and stars. Despite the celestial theme, the main focus of the image with the logo and the gavel are not a match of the targeted style of the project. ",,playful,,blue; gold,3,"A crystal ball containing a pound symbol, gavel, and waves within a galaxy. Illustration style. Centered composition. Blues, purples, browns, and gold palette. Soft, ambient lighting. Whimsical mood. Stars, money, law. Close-up shot. Clean edges. No text.
",2,skip
41,images/birds_2025-04-27_07-24-41_4705-ccfdbb7b.png,realistic,birds,medium,This is an image of a robotic bird with bright blue details that can likely be plastic but possibly metal. It is in mid flight in a forest setting with lush green all around. The texture of the blue material seems to indicate it could be a toy of some sort. There is slight artifacting of its metal feet but it is possible it's part of the in-image logic of the build of the bird itself rather than a flaw in the image generation.,artifacting,playful,,blue; green,4,"Mechanical bird; Forest setting; Photorealistic; Eye-level view; Vibrant blues and greens; Natural daylight; Whimsical; Feathers, gears, sky; Medium shot; Shallow depth of field; No text.",3,keep
42,images/birds_2025-04-27_07-28-36_8048-fb68a592.png,realistic,birds,medium,"A blue metallic robotic bird flying in the air in a forest setting. The bird has a sleek head and beak and could have shell made out of plastic or metal, but with limbs that are clearly metallic. There is a slight issue in quality with the feet but it is not very noticeable. The feet seem to be somewhat illogical and garbled.",blur_noise; artifacting,playful,,blue; green,3,"A mechanical blue bird; flying in a forest; digitally rendered; close-up; vibrant blue and green; soft natural light; whimsical; feathers, gears, wings; eye-level shot; sharp focus on bird; no background elements.",3,keep
43,images/birds_2025-04-27_07-40-15_1026-2f8b4b8a.png,realistic,birds,close_up,"A robotic bird flying in the sky made of plastic or painted metal, of yellow and blue feathers. It has black metal talons and feet and appears to have its eyes closed possibly. There is slight artifacting with the rendering of the talons being slightly garbled, and the wings can be shaped a bit more logically. ",artifacting,playful,,blue; other_palette,3,"Robotic bird; Over a vast blue ocean; Detailed illustration; Medium shot, centered; Blue, yellow, silver; Bright, natural; Whimsical; Gears, wires, feathers; Eye-level perspective; Sharp focus, high detail; Avoid: grounding, text, background elements
",3,keep
44,images/birds_comfy_u_i_00015-d98524d6.png,realistic; render_3d,birds,close_up,"A robotic bird composed of a sleek black metal body and sleek black metal head, with wings made of blue plastic or blue metal. It appears to be in mid flight. The background is solid black and is not in nature or in a landscape.",,playful,,blue,4,"A robotic bird; Isolated against black; Photorealistic; Full shot, in-flight; Metallic blue, chrome, black; Dramatic, bright key light; Futuristic, sophisticated; Gears, wires, feathers; Wide-angle lens; Sharp focus, no blur; Avoid: background elements, text",4,keep
45,images/canyons_2025-04-19_22-48-51_9581-130f2a9d.png,realistic; photobash,canyons,medium,"This is a green and blue river cutting through a desert canyon with a person sitting on a rock enjoying the view. This is not a style match because its more suitable for a blog or website and does not contain any related lore or scenic elements (blue energy, blue colors, celestial objects) that are common for the targeted style. The only thing that matches with the targeted style of the project is this is in a desert. There is blurring noise with the rendering of the green trees on the cliff across from the person, photoshop line as if the top of the cliff for the rock formation on the right edge of the frame was pasted over that part of the ground, and artifacting with many trees in general and some of the rock structures do not seem to flow with their edge lines naturally.",blur_noise; artifacting; other_issue,epic,Desert. ,blue; green; other_palette,2,"Person; Desert canyon with river; Realistic; Wide shot, high angle; Earth tones, blues; Golden hour sunlight; Serene; Rocks, water, sky; Drone; Natural saturation; No people in the foreground.
",1,skip
46,images/canyons_2025-04-19_22-52-09_9947-f77f0376.png,realistic,scenery,medium,"This is an image of man standing on a wooden platform who is hiking, overlooking a vast ocean sunset with jagged cliffs below. While the scene could have been stunning, there is major artifacting with the heels they have on being rendering incorrectly, along with unnatural rock formation nearby growing outside of the concrete wall and blurry and wave lines of the concrete slab near the person's legs. ",blur_noise; artifacting,epic,Water. Clouds.,blue,1,"Man with backpack on wooden walkway; coastal cliffs with sea stacks; dramatic, painterly; full shot, eye-level; vibrant blues and warm earth tones; golden hour sunlight; awe-inspiring; ocean, rocks, sky; wide-angle lens; high contrast, cinematic; no people in background
",2,skip
47,images/canyons_2025-04-19_22-55-07_1056-3d085028.png,realistic,fantasy,medium,This is an image of a person standing in a metal corridor overlooking a powerful scenic sunrise with a long winding river in a valley between mountains. The sky is half sunlit and half night full of stars. There is a quality issue with the boot on the person's right foot which does not seem to match the left foot in form. There is text on the walls of the corridor that is garbled. There are wavy lines on that wall as well and the image seems to have low resolution throughout overall. ,blur_noise; artifacting,epic,Clouds. Person present.,blue,2,"Man with backpack; opening onto a vast canyon with a winding river; realistic; wide shot, low angle; deep blues, greens, and warm earth tones; dramatic sunset, highlighting clouds and mountains; awe-inspiring; sky, mountains, river; eye-level; vibrant; no text, no harsh shadows
",3,keep
48,images/canyons_2025-04-19_23-03-56_6649-81d6b650.png,realistic,canyons,medium,"This is a canyon room of some sort with boulders etched out and carved to make the room. The room has no ""roof"" though but the walls are clearly chiseled out because of their horizonal smoothness. There is blue electric water flowing under the wooden steps on the ground with candles on the side. There is artifacting on some of the candles but it is hard to notice. This could have lore attached to it and possibly could even be a room within the Stone Ocean maybe, leading to more of a possible style match.",artifacting,sacred,No people.,blue; gold,4,"A natural cave gorge with waterfalls. A wooden walkway crosses glowing blue water. Candles illuminate the scene. Stone walls, water, candles. Wide shot. Warm, cool tones. Mysterious, peaceful. Wide-angle lens. Soft focus.
",3,maybe
49,images/canyons_2025-04-22_12-52-32_1497-6e87e499.png,realistic,canyons,medium,"This seems like a sacred space in a canyon because of the lit candles and wooden walkway that leads off into the unknown outside of the image. Much fitting lore could be possible here. There is also a heavy use of blue and gold tones, another indication of a style match. There is very noticeable blurring noise with the rendering of the wooden stairs as a significant quality issue. ",blur_noise,sacred,,blue; gold,3,"A narrow canyon with a waterfall. A wooden walkway beside a stream. A dramatic, moody atmosphere. Rocks, water, candles. Eye-level shot. Rich, dark tones with bright accents. Cinematic realism. Avoid: people, foliage, bright skies.
",3,keep
50,images/canyons_d_a_l_l_e_2024-05-27_04_54_18_-_a_large_canyon_-93b28989.jpeg,painterly,canyons,wide,"This is an alien landscape of a canyon with an astronaut in a spacesuit standing, possibly in awe, of the alien scene in front of him. The canyon consists of flowing white and green trees and roots throughout, and the walls are very tall and extend far off in the horizon from perspective. There is a pastel coloring to the image and it seems painted rather than realistic. ",,sacred,,blue; green; pastel,4,"Astronaut; Alien canyon; Ethereal; Wide shot; Teal and green; Bioluminescent; Awe-inspiring; Flora, trees, rocks; Eye-level; Soft focus; No warmth
",5,keep
